age,workclass,education-num,occupation,hours-per-week,salary
48,Federal-gov,9,Adm-clerical,40,>50K
25,Private,9,Craft-repair,35,<=50K
40,Private,13,Handlers-cleaners,40,>50K
34,Private,7,Machine-op-inspct,45,<=50K
52,Private,9,Other-service,40,<=50K
41,Private,13,Tech-support,42,>50K
36,Local-gov,9,Other-service,40,<=50K
21,Private,11,Craft-repair,40,<=50K
28,Private,13,Prof-specialty,40,<=50K
20,Private,10,Adm-clerical,9,<=50K
68,Private,9,Prof-specialty,40,>50K
35,Private,9,Transport-moving,40,<=50K
32,Private,9,Machine-op-inspct,40,<=50K
64,Private,14,Exec-managerial,50,>50K
17,Private,6,Handlers-cleaners,23,<=50K
25,Private,13,Prof-specialty,20,<=50K
31,Private,11,Machine-op-inspct,40,<=50K
51,State-gov,16,Exec-managerial,40,>50K
67,Private,9,Sales,10,<=50K
42,Private,9,Craft-repair,40,<=50K
29,Private,9,Other-service,40,<=50K
31,Private,9,Machine-op-inspct,40,<=50K
21,Private,9,Craft-repair,37,<=50K
67,Private,6,Transport-moving,16,<=50K
41,State-gov,9,Protective-serv,40,>50K
27,Private,13,Tech-support,36,<=50K
51,Private,8,Transport-moving,50,<=50K
28,Private,9,Craft-repair,46,<=50K
21,Private,10,Craft-repair,40,<=50K
28,Private,11,Machine-op-inspct,40,>50K
29,Private,9,Other-service,35,<=50K
21,Private,13,Adm-clerical,40,<=50K
43,Private,11,Craft-repair,40,<=50K
28,Private,7,Transport-moving,50,<=50K
31,Private,5,Sales,43,>50K
27,Private,10,Adm-clerical,45,<=50K
34,State-gov,10,Protective-serv,40,<=50K
25,Private,9,Tech-support,40,<=50K
34,Private,13,Tech-support,40,<=50K
43,Local-gov,9,Craft-repair,40,>50K
21,Private,9,Other-service,35,<=50K
25,Private,10,Exec-managerial,25,<=50K
21,Private,9,Adm-clerical,40,<=50K
20,Private,10,Other-service,20,<=50K
36,Private,7,Transport-moving,47,<=50K
32,Private,10,Exec-managerial,40,<=50K
23,Private,10,Adm-clerical,32,<=50K
21,Private,10,Sales,10,<=50K
25,Private,13,Exec-managerial,40,<=50K
26,Private,3,Transport-moving,40,<=50K
24,Private,13,Sales,40,<=50K
22,Private,10,Prof-specialty,20,<=50K
26,Private,9,Other-service,40,<=50K
22,Private,5,Machine-op-inspct,40,<=50K
41,Local-gov,13,Protective-serv,40,>50K
18,Private,9,Adm-clerical,40,<=50K
24,Private,13,Sales,40,<=50K
38,Private,9,Craft-repair,48,<=50K
36,Private,13,Adm-clerical,17,<=50K
45,Local-gov,14,Prof-specialty,55,<=50K
38,Local-gov,10,Tech-support,40,>50K
38,Private,9,Craft-repair,50,>50K
53,Local-gov,12,Adm-clerical,40,<=50K
32,Private,11,Prof-specialty,40,>50K
17,Private,7,Sales,30,<=50K
45,State-gov,13,Exec-managerial,40,>50K
31,Local-gov,9,Protective-serv,48,<=50K
47,State-gov,16,Prof-specialty,45,<=50K
27,Private,9,Sales,50,<=50K
61,Federal-gov,10,Adm-clerical,30,<=50K
33,Private,9,Transport-moving,40,<=50K
67,Private,9,Machine-op-inspct,40,<=50K
38,Private,13,Craft-repair,40,<=50K
25,Private,9,Sales,40,<=50K
33,Local-gov,3,Other-service,40,<=50K
27,Private,9,Adm-clerical,40,<=50K
45,Private,9,Craft-repair,60,>50K
24,Private,13,Adm-clerical,40,<=50K
23,Private,11,Tech-support,40,<=50K
48,Private,10,Adm-clerical,40,<=50K
61,Federal-gov,10,Adm-clerical,40,>50K
22,Private,9,Prof-specialty,20,<=50K
34,Private,11,Tech-support,40,<=50K
32,Private,9,Machine-op-inspct,40,>50K
35,Federal-gov,10,Adm-clerical,50,<=50K
36,Private,6,Craft-repair,40,<=50K
24,Private,9,Exec-managerial,40,<=50K
60,Private,5,Craft-repair,40,<=50K
64,Private,9,Craft-repair,20,<=50K
22,Private,9,Sales,35,<=50K
27,Private,3,Priv-house-serv,65,<=50K
36,State-gov,10,Transport-moving,60,<=50K
27,Private,9,Sales,30,<=50K
52,Private,10,Sales,40,<=50K
23,Private,10,Adm-clerical,24,<=50K
34,Private,9,Transport-moving,80,<=50K
38,Private,9,Other-service,30,<=50K
50,Private,7,Transport-moving,40,<=50K
25,Private,7,Handlers-cleaners,40,<=50K
19,Private,9,Craft-repair,40,<=50K
59,Private,10,Sales,60,>50K
39,Private,14,Prof-specialty,40,<=50K
18,Private,5,Machine-op-inspct,40,<=50K
27,Private,14,Exec-managerial,40,<=50K
39,Private,11,Farming-fishing,60,<=50K
44,Private,13,Sales,40,>50K
19,Private,9,Adm-clerical,35,<=50K
32,Local-gov,9,Other-service,40,<=50K
48,Private,9,Craft-repair,40,>50K
46,Private,12,Sales,50,<=50K
65,Private,7,Sales,20,<=50K
48,Private,9,Other-service,32,<=50K
46,Private,4,Other-service,40,<=50K
27,Private,6,Handlers-cleaners,40,<=50K
29,Local-gov,10,Protective-serv,40,>50K
30,Local-gov,10,Protective-serv,40,>50K
65,Private,9,Other-service,15,<=50K
47,Federal-gov,10,Adm-clerical,40,<=50K
41,Private,9,Craft-repair,40,<=50K
17,Private,5,Craft-repair,16,<=50K
38,Local-gov,3,Handlers-cleaners,40,<=50K
38,Local-gov,14,Prof-specialty,40,>50K
52,Private,6,Machine-op-inspct,41,<=50K
22,Private,13,Exec-managerial,30,<=50K
56,Private,14,Sales,50,<=50K
59,Private,13,Sales,55,>50K
31,Private,5,Craft-repair,45,<=50K
22,Private,10,Sales,20,<=50K
33,Private,9,Exec-managerial,45,>50K
53,Private,9,Farming-fishing,10,<=50K
38,Private,11,Craft-repair,40,>50K
39,Private,12,Sales,24,<=50K
59,Private,15,Prof-specialty,50,<=50K
45,Private,9,Machine-op-inspct,40,<=50K
39,Private,10,Adm-clerical,45,<=50K
60,State-gov,9,Adm-clerical,35,<=50K
38,Private,13,Prof-specialty,56,<=50K
31,Private,9,Adm-clerical,40,<=50K
26,Private,13,Sales,20,<=50K
32,Private,10,Exec-managerial,60,<=50K
25,Local-gov,13,Exec-managerial,20,<=50K
43,Local-gov,9,Exec-managerial,40,<=50K
55,Private,14,Exec-managerial,55,>50K
66,Private,6,Transport-moving,11,<=50K
31,Private,9,Craft-repair,40,<=50K
35,Private,3,Machine-op-inspct,50,<=50K
56,Private,14,Prof-specialty,40,>50K
22,Private,10,Other-service,16,<=50K
46,Local-gov,13,Exec-managerial,40,>50K
33,Private,10,Other-service,35,<=50K
26,State-gov,14,Prof-specialty,30,<=50K
45,Private,9,Other-service,40,<=50K
43,Private,10,Prof-specialty,6,<=50K
19,Private,7,Sales,20,<=50K
27,Private,13,Exec-managerial,99,<=50K
51,Private,9,Sales,40,>50K
42,Private,9,Transport-moving,40,<=50K
38,Private,13,Tech-support,45,>50K
44,Private,9,Adm-clerical,40,<=50K
36,Private,9,Craft-repair,64,>50K
37,Private,9,Other-service,60,<=50K
29,Private,13,Exec-managerial,50,>50K
80,Private,10,Adm-clerical,20,<=50K
61,Private,7,Transport-moving,40,<=50K
55,Private,10,Craft-repair,52,<=50K
20,Private,10,Other-service,25,<=50K
23,Private,9,Craft-repair,40,<=50K
48,Federal-gov,10,Craft-repair,40,>50K
24,Private,13,Exec-managerial,50,<=50K
71,State-gov,9,Craft-repair,40,<=50K
49,Private,7,Other-service,6,<=50K
39,Federal-gov,9,Armed-Forces,50,<=50K
22,Private,13,Adm-clerical,25,<=50K
67,Federal-gov,13,Adm-clerical,40,<=50K
18,Private,9,Sales,25,<=50K
38,Private,13,Exec-managerial,54,>50K
50,Private,9,Adm-clerical,40,<=50K
23,Private,10,Other-service,20,<=50K
26,Private,10,Transport-moving,40,<=50K
32,Private,9,Machine-op-inspct,40,<=50K
44,Private,13,Prof-specialty,40,>50K
27,Private,9,Farming-fishing,40,<=50K
40,Local-gov,10,Protective-serv,40,>50K
43,Private,12,Handlers-cleaners,60,<=50K
31,State-gov,10,Craft-repair,35,>50K
57,Private,10,Craft-repair,40,>50K
25,Private,13,Exec-managerial,35,<=50K
22,Private,11,Other-service,36,<=50K
20,Local-gov,11,Adm-clerical,35,<=50K
27,Private,9,Sales,40,<=50K
39,Private,10,Exec-managerial,40,<=50K
27,State-gov,14,Prof-specialty,40,<=50K
41,Local-gov,9,Transport-moving,40,<=50K
31,Local-gov,13,Prof-specialty,45,<=50K
41,Private,12,Sales,20,<=50K
25,Private,13,Exec-managerial,40,<=50K
29,State-gov,12,Prof-specialty,40,>50K
22,Private,9,Other-service,50,<=50K
62,Private,4,Protective-serv,91,<=50K
29,Federal-gov,9,Exec-managerial,40,<=50K
44,Private,10,Exec-managerial,70,>50K
32,Private,13,Adm-clerical,2,<=50K
20,Private,11,Machine-op-inspct,40,<=50K
65,State-gov,10,Machine-op-inspct,40,>50K
24,Private,9,Handlers-cleaners,36,<=50K
43,Local-gov,9,Tech-support,40,<=50K
28,Private,12,Sales,35,<=50K
33,Private,9,Handlers-cleaners,40,<=50K
32,Private,9,Adm-clerical,40,>50K
38,Private,14,Exec-managerial,45,>50K
33,Private,10,Tech-support,40,<=50K
27,Private,9,Craft-repair,40,<=50K
41,Private,9,Handlers-cleaners,40,<=50K
47,Local-gov,14,Prof-specialty,60,>50K
55,Private,7,Exec-managerial,45,<=50K
54,Private,10,Craft-repair,50,<=50K
40,Private,13,Adm-clerical,40,>50K
21,Private,9,Adm-clerical,40,<=50K
34,Private,13,Craft-repair,25,<=50K
30,Private,13,Prof-specialty,40,>50K
31,Private,10,Adm-clerical,45,<=50K
22,Private,9,Transport-moving,37,<=50K
37,Private,9,Other-service,40,>50K
52,Local-gov,14,Prof-specialty,40,<=50K
48,Private,10,Adm-clerical,48,<=50K
58,Private,9,Exec-managerial,40,>50K
40,Private,9,Exec-managerial,45,<=50K
30,Private,9,Sales,25,<=50K
26,Federal-gov,10,Adm-clerical,40,<=50K
50,Federal-gov,13,Prof-specialty,40,<=50K
22,Private,9,Transport-moving,50,>50K
36,Private,14,Tech-support,40,<=50K
30,Private,9,Sales,52,>50K
58,Private,12,Exec-managerial,50,>50K
72,Private,11,Other-service,25,<=50K
19,Private,9,Adm-clerical,40,<=50K
29,Private,4,Other-service,40,<=50K
30,Private,10,Craft-repair,40,<=50K
51,Private,10,Prof-specialty,45,>50K
26,Private,6,Handlers-cleaners,40,<=50K
24,Private,10,Exec-managerial,42,<=50K
44,Private,14,Sales,24,<=50K
43,Private,9,Exec-managerial,50,>50K
35,Private,13,Exec-managerial,50,<=50K
51,Private,9,Tech-support,50,>50K
41,Private,9,Exec-managerial,40,>50K
38,Private,10,Adm-clerical,40,<=50K
39,State-gov,9,Adm-clerical,20,<=50K
54,Private,6,Sales,43,<=50K
62,Private,9,Craft-repair,40,<=50K
45,Private,16,Exec-managerial,60,<=50K
30,Private,9,Exec-managerial,35,<=50K
32,Private,9,Craft-repair,40,<=50K
84,Local-gov,11,Adm-clerical,14,<=50K
46,Private,13,Prof-specialty,60,<=50K
67,Local-gov,14,Adm-clerical,40,<=50K
29,Private,13,Prof-specialty,40,>50K
33,Private,11,Exec-managerial,55,>50K
23,Private,10,Tech-support,42,<=50K
42,State-gov,15,Prof-specialty,40,<=50K
17,Private,7,Other-service,20,<=50K
60,Private,3,Transport-moving,40,<=50K
31,Private,8,Transport-moving,40,<=50K
28,Private,4,Adm-clerical,40,<=50K
31,Private,5,Handlers-cleaners,48,<=50K
31,Private,13,Exec-managerial,50,>50K
61,Private,9,Handlers-cleaners,40,<=50K
43,State-gov,15,Prof-specialty,50,>50K
40,State-gov,10,Adm-clerical,49,<=50K
39,Private,9,Exec-managerial,40,<=50K
37,Local-gov,10,Adm-clerical,27,<=50K
47,Private,10,Craft-repair,40,<=50K
45,Federal-gov,10,Transport-moving,65,>50K
30,Private,9,Craft-repair,60,<=50K
49,Private,10,Prof-specialty,44,>50K
51,Local-gov,9,Craft-repair,40,>50K
31,Private,13,Prof-specialty,72,>50K
20,Private,10,Adm-clerical,30,<=50K
32,Private,9,Exec-managerial,40,>50K
19,Private,9,Adm-clerical,25,<=50K
50,Private,14,Exec-managerial,35,<=50K
33,Private,9,Exec-managerial,50,<=50K
49,Private,9,Craft-repair,40,<=50K
30,Private,10,Transport-moving,40,<=50K
23,Private,13,Sales,40,<=50K
44,Private,16,Exec-managerial,32,>50K
24,Private,11,Sales,5,<=50K
28,Private,11,Adm-clerical,45,<=50K
56,Private,9,Adm-clerical,40,<=50K
38,Private,9,Adm-clerical,38,<=50K
20,Private,10,Adm-clerical,20,<=50K
82,Private,9,Exec-managerial,18,<=50K
52,Federal-gov,13,Protective-serv,60,>50K
32,Private,10,Craft-repair,40,<=50K
37,Private,11,Prof-specialty,32,<=50K
36,Private,13,Prof-specialty,40,>50K
39,Private,13,Adm-clerical,40,>50K
30,Private,9,Craft-repair,40,<=50K
49,Local-gov,9,Protective-serv,56,<=50K
40,Local-gov,11,Exec-managerial,40,<=50K
42,Private,7,Transport-moving,45,<=50K
35,Private,13,Prof-specialty,40,<=50K
39,Private,9,Other-service,81,<=50K
32,Local-gov,11,Craft-repair,40,<=50K
22,Private,7,Craft-repair,50,<=50K
53,Local-gov,10,Adm-clerical,40,<=50K
25,Private,9,Adm-clerical,40,<=50K
17,Never-worked,6,,30,<=50K
44,Private,9,Craft-repair,70,>50K
52,Private,14,Prof-specialty,40,>50K
42,State-gov,9,Transport-moving,40,<=50K
34,Private,7,Transport-moving,50,<=50K
27,Private,10,Machine-op-inspct,40,<=50K
37,Private,9,Machine-op-inspct,40,<=50K
39,State-gov,14,Prof-specialty,38,>50K
26,Private,9,Prof-specialty,40,<=50K
48,Private,14,Exec-managerial,38,>50K
57,Private,9,Sales,28,<=50K
27,Private,13,Sales,40,<=50K
17,Private,7,Handlers-cleaners,15,<=50K
30,Private,3,Craft-repair,40,<=50K
37,Private,11,Adm-clerical,48,>50K
31,Local-gov,13,Sales,40,<=50K
23,Private,12,Adm-clerical,20,<=50K
32,Private,6,Craft-repair,45,<=50K
58,Private,9,Sales,40,>50K
31,Private,9,Other-service,8,<=50K
44,Private,13,Exec-managerial,40,>50K
39,Federal-gov,13,Tech-support,40,<=50K
59,Private,9,Craft-repair,45,>50K
42,Private,13,Transport-moving,48,>50K
45,Private,9,Adm-clerical,35,<=50K
20,Private,9,Craft-repair,35,<=50K
35,Private,9,Adm-clerical,40,<=50K
50,Private,12,Tech-support,40,<=50K
56,Private,9,Handlers-cleaners,28,<=50K
48,Private,11,Sales,40,>50K
32,Private,11,Craft-repair,50,<=50K
23,Private,10,Sales,12,<=50K
48,Private,9,Machine-op-inspct,40,<=50K
33,Private,9,Protective-serv,70,<=50K
48,Private,13,Prof-specialty,45,<=50K
55,Private,9,Other-service,35,<=50K
40,Local-gov,11,Exec-managerial,40,<=50K
50,Private,10,Prof-specialty,40,<=50K
19,Private,9,Other-service,30,<=50K
39,Private,13,Prof-specialty,40,>50K
22,Private,10,Adm-clerical,40,<=50K
44,Private,13,Exec-managerial,50,>50K
34,Private,9,Craft-repair,38,<=50K
33,Private,10,Other-service,50,<=50K
55,Private,14,Prof-specialty,40,>50K
35,Private,14,Exec-managerial,45,>50K
50,Private,7,Machine-op-inspct,40,<=50K
43,Private,10,Adm-clerical,40,<=50K
29,Private,11,Tech-support,40,<=50K
56,Private,10,Transport-moving,40,<=50K
33,Private,13,Prof-specialty,40,>50K
24,Private,9,Sales,50,<=50K
46,Private,11,Sales,40,<=50K
65,Local-gov,7,Transport-moving,35,<=50K
29,Private,9,Handlers-cleaners,40,<=50K
42,Private,9,Transport-moving,43,<=50K
44,Private,15,Prof-specialty,50,>50K
21,Private,10,Tech-support,50,<=50K
43,Federal-gov,14,Protective-serv,35,>50K
21,Private,9,Craft-repair,32,<=50K
30,Private,10,Transport-moving,20,<=50K
54,Private,13,Tech-support,48,<=50K
19,Private,10,Other-service,15,<=50K
55,State-gov,10,Adm-clerical,37,<=50K
20,Private,10,Sales,28,<=50K
53,Private,13,Exec-managerial,40,<=50K
51,Private,14,Prof-specialty,55,>50K
33,Private,9,Transport-moving,40,<=50K
62,Private,10,Priv-house-serv,40,<=50K
26,Private,10,Adm-clerical,45,<=50K
36,Private,9,Craft-repair,40,<=50K
32,Private,6,Exec-managerial,35,<=50K
58,Private,16,Prof-specialty,50,>50K
38,Private,13,Tech-support,40,>50K
72,Private,9,Machine-op-inspct,40,<=50K
26,Federal-gov,9,Adm-clerical,40,<=50K
60,Private,10,Exec-managerial,40,>50K
27,Private,9,Sales,50,<=50K
38,Private,11,Machine-op-inspct,48,>50K
28,Private,10,Adm-clerical,40,<=50K
29,Private,9,Sales,60,>50K
19,Private,9,Other-service,40,<=50K
28,Private,13,Handlers-cleaners,25,<=50K
26,Private,11,Craft-repair,40,<=50K
43,Private,12,Sales,60,<=50K
29,Private,10,Adm-clerical,40,>50K
25,Federal-gov,10,Protective-serv,40,<=50K
29,Private,9,Machine-op-inspct,40,>50K
60,Private,2,Craft-repair,38,<=50K
31,Private,13,Adm-clerical,40,<=50K
51,Local-gov,4,Transport-moving,40,<=50K
18,Private,10,Adm-clerical,15,<=50K
36,Private,13,Tech-support,20,<=50K
35,Private,13,Adm-clerical,40,>50K
48,Private,13,Adm-clerical,38,>50K
72,Private,13,Protective-serv,17,<=50K
24,Private,10,Exec-managerial,40,<=50K
36,Private,7,Protective-serv,40,>50K
48,Private,10,Handlers-cleaners,30,<=50K
28,Private,9,Adm-clerical,40,<=50K
26,Private,14,Other-service,40,<=50K
29,Private,13,Sales,60,<=50K
47,Private,3,Other-service,40,<=50K
50,Private,13,Exec-managerial,50,>50K
35,Federal-gov,3,Craft-repair,40,<=50K
17,Private,7,Transport-moving,20,<=50K
41,Private,10,Craft-repair,48,>50K
37,Private,9,Transport-moving,42,<=50K
35,Local-gov,9,Other-service,40,<=50K
56,Private,4,Craft-repair,40,<=50K
23,Private,10,Transport-moving,40,<=50K
33,Private,12,Prof-specialty,32,<=50K
28,Private,13,Prof-specialty,40,<=50K
55,Private,7,Sales,20,<=50K
59,State-gov,14,Prof-specialty,50,<=50K
22,Private,13,Prof-specialty,40,<=50K
19,Private,7,Sales,19,<=50K
41,Private,3,Farming-fishing,35,<=50K
32,Private,11,Adm-clerical,40,<=50K
45,Private,9,Other-service,35,<=50K
61,Private,3,Farming-fishing,45,<=50K
34,Private,13,Sales,40,<=50K
38,Private,13,Adm-clerical,50,>50K
35,Private,16,Prof-specialty,60,<=50K
65,Private,9,Protective-serv,20,<=50K
24,Private,13,Exec-managerial,55,>50K
37,Private,9,Adm-clerical,40,<=50K
42,Private,9,Transport-moving,60,>50K
18,Private,4,Other-service,40,<=50K
43,Federal-gov,10,Exec-managerial,15,<=50K
31,Private,10,Other-service,40,>50K
19,Private,10,Sales,20,<=50K
32,Private,13,Prof-specialty,40,<=50K
47,Private,10,Exec-managerial,40,>50K
32,Local-gov,10,Transport-moving,40,<=50K
40,Private,13,Exec-managerial,65,>50K
36,Private,13,Craft-repair,35,<=50K
33,Private,11,Sales,36,<=50K
23,State-gov,3,Transport-moving,35,<=50K
21,Private,6,Machine-op-inspct,40,<=50K
40,Private,9,Other-service,32,<=50K
53,State-gov,16,Prof-specialty,50,>50K
58,Private,5,Handlers-cleaners,60,<=50K
51,Private,9,Sales,55,>50K
31,Private,9,Other-service,65,<=50K
31,Local-gov,10,Adm-clerical,35,<=50K
21,Private,10,Other-service,35,<=50K
36,Private,15,Prof-specialty,45,>50K
51,Private,6,Craft-repair,40,>50K
18,Private,7,Other-service,12,<=50K
32,Private,10,Adm-clerical,48,<=50K
56,Private,13,Other-service,32,<=50K
35,Private,12,Protective-serv,40,<=50K
63,Private,8,Sales,40,<=50K
61,Private,9,Exec-managerial,50,>50K
23,Private,10,Other-service,40,<=50K
52,Local-gov,14,Prof-specialty,50,>50K
19,Private,9,Sales,50,<=50K
33,State-gov,14,Prof-specialty,50,>50K
35,Private,13,Sales,50,<=50K
35,Private,9,Transport-moving,60,>50K
38,Private,15,Prof-specialty,40,<=50K
23,Private,13,Adm-clerical,60,<=50K
22,Private,11,Tech-support,60,<=50K
20,Private,9,Handlers-cleaners,40,<=50K
19,Private,9,Handlers-cleaners,40,<=50K
47,Private,9,Machine-op-inspct,40,>50K
59,Private,7,Craft-repair,40,<=50K
38,Private,9,Sales,40,<=50K
36,Private,9,Other-service,50,<=50K
27,Private,3,Other-service,40,<=50K
24,Private,11,Transport-moving,40,<=50K
35,Private,9,Other-service,35,<=50K
22,State-gov,10,Other-service,39,<=50K
37,Private,9,Transport-moving,52,<=50K
36,Private,9,Craft-repair,40,>50K
28,Private,9,Other-service,25,<=50K
55,Private,9,Sales,50,<=50K
32,Private,13,Sales,44,<=50K
47,Local-gov,10,Craft-repair,45,<=50K
23,Private,13,Other-service,40,<=50K
50,Local-gov,14,Prof-specialty,45,<=50K
51,Private,9,Machine-op-inspct,40,<=50K
34,Private,9,Prof-specialty,45,<=50K
28,Private,13,Protective-serv,40,<=50K
52,State-gov,16,Prof-specialty,70,>50K
43,Private,13,Adm-clerical,40,>50K
36,Private,13,Prof-specialty,35,>50K
25,Private,13,Prof-specialty,15,<=50K
42,Private,10,Adm-clerical,38,<=50K
35,Private,10,Transport-moving,40,<=50K
43,Private,14,Exec-managerial,53,>50K
34,Private,9,Craft-repair,40,<=50K
50,State-gov,13,Exec-managerial,38,>50K
30,Private,10,Transport-moving,60,<=50K
44,Private,14,Prof-specialty,44,>50K
52,Private,11,Craft-repair,40,<=50K
35,Private,12,Sales,60,<=50K
36,Private,11,Prof-specialty,40,>50K
30,Private,13,Exec-managerial,52,<=50K
39,Private,13,Exec-managerial,40,<=50K
25,Private,2,Farming-fishing,96,<=50K
26,Private,13,Tech-support,40,<=50K
20,Private,9,Sales,20,<=50K
20,Private,10,Protective-serv,40,<=50K
26,Private,9,Transport-moving,50,<=50K
24,Private,10,Adm-clerical,35,<=50K
48,Private,13,Tech-support,40,>50K
62,Private,9,Priv-house-serv,99,<=50K
48,Private,9,Machine-op-inspct,40,<=50K
52,Private,13,Sales,40,>50K
25,Private,13,Sales,44,<=50K
58,Private,3,Machine-op-inspct,40,<=50K
40,Federal-gov,13,Prof-specialty,45,<=50K
19,Private,10,Other-service,20,<=50K
37,Private,7,Handlers-cleaners,40,<=50K
23,Private,7,Machine-op-inspct,40,<=50K
28,Local-gov,10,Adm-clerical,16,<=50K
32,Private,9,Craft-repair,40,<=50K
49,Local-gov,10,Adm-clerical,44,<=50K
35,Private,10,Adm-clerical,40,>50K
45,Private,16,Exec-managerial,45,>50K
39,Private,8,Transport-moving,70,>50K
55,Private,10,Adm-clerical,45,<=50K
19,Private,10,Adm-clerical,16,<=50K
29,Private,9,Machine-op-inspct,40,<=50K
25,State-gov,9,Protective-serv,35,<=50K
37,Private,13,Adm-clerical,40,<=50K
30,Private,9,Adm-clerical,40,<=50K
28,Private,9,Machine-op-inspct,40,<=50K
36,Federal-gov,10,Adm-clerical,56,<=50K
32,Private,10,Exec-managerial,35,<=50K
34,Private,7,Machine-op-inspct,40,<=50K
34,Private,9,Adm-clerical,36,<=50K
20,Private,10,Sales,40,<=50K
36,Federal-gov,9,Adm-clerical,40,<=50K
35,Private,10,Sales,40,<=50K
37,Private,9,Exec-managerial,35,<=50K
32,Private,9,Craft-repair,50,<=50K
32,Private,14,Prof-specialty,20,<=50K
52,Private,9,Sales,48,<=50K
50,Private,10,Craft-repair,40,>50K
23,Private,9,Other-service,30,<=50K
25,Private,9,Craft-repair,45,<=50K
21,Private,1,Farming-fishing,50,<=50K
31,Private,9,Sales,32,<=50K
41,Private,11,Other-service,40,<=50K
47,Private,10,Tech-support,60,<=50K
20,Private,10,Adm-clerical,45,<=50K
29,Private,6,Machine-op-inspct,25,<=50K
51,Local-gov,10,Adm-clerical,40,<=50K
30,Local-gov,13,Prof-specialty,33,>50K
48,Private,13,Adm-clerical,35,>50K
39,Private,9,Exec-managerial,40,>50K
62,Private,13,Sales,35,<=50K
22,Private,13,Other-service,30,<=50K
46,Federal-gov,13,Exec-managerial,40,>50K
51,Local-gov,14,Prof-specialty,35,>50K
20,Private,9,Sales,32,<=50K
31,Private,13,Tech-support,40,<=50K
30,Private,10,Craft-repair,40,<=50K
52,Private,9,Adm-clerical,38,<=50K
20,Private,9,Prof-specialty,40,<=50K
37,Local-gov,11,Exec-managerial,40,>50K
65,Private,13,Other-service,40,<=50K
40,Private,13,Prof-specialty,40,<=50K
60,Local-gov,13,Protective-serv,48,>50K
27,Private,9,Craft-repair,35,<=50K
62,Private,13,Sales,60,>50K
53,Private,9,Sales,35,<=50K
38,Private,13,Sales,50,>50K
49,Private,11,Prof-specialty,40,<=50K
21,Private,9,Machine-op-inspct,40,<=50K
18,Private,10,Adm-clerical,40,<=50K
25,Private,13,Prof-specialty,40,<=50K
36,Private,7,Craft-repair,40,<=50K
52,Private,9,Exec-managerial,55,>50K
19,Private,10,Tech-support,14,<=50K
23,Private,13,Adm-clerical,40,<=50K
76,Local-gov,10,Adm-clerical,30,<=50K
50,Private,9,Craft-repair,45,<=50K
51,Private,4,Transport-moving,40,<=50K
42,Local-gov,13,Exec-managerial,35,<=50K
43,Local-gov,14,Prof-specialty,40,>50K
53,Private,7,Machine-op-inspct,40,<=50K
29,Private,11,Adm-clerical,40,<=50K
41,Private,10,Prof-specialty,40,<=50K
44,Federal-gov,9,Craft-repair,40,<=50K
35,Private,6,Other-service,40,<=50K
27,Private,9,Craft-repair,40,<=50K
35,Private,10,Prof-specialty,50,<=50K
60,Private,11,Craft-repair,30,<=50K
49,Private,10,Exec-managerial,45,>50K
33,Private,13,Exec-managerial,45,<=50K
35,Private,13,Sales,40,>50K
31,State-gov,10,Adm-clerical,38,<=50K
54,Private,9,Adm-clerical,60,>50K
30,Private,5,Craft-repair,45,<=50K
45,Private,6,Machine-op-inspct,40,<=50K
41,Private,10,Machine-op-inspct,42,>50K
25,Private,13,Other-service,18,<=50K
42,Private,3,Adm-clerical,40,<=50K
28,Private,11,Handlers-cleaners,45,<=50K
53,Federal-gov,13,Tech-support,40,<=50K
31,Private,13,Exec-managerial,50,>50K
46,Private,7,Other-service,40,>50K
25,Federal-gov,9,Adm-clerical,40,<=50K
47,Private,9,Machine-op-inspct,40,<=50K
26,Private,13,Prof-specialty,50,<=50K
30,Private,9,Transport-moving,40,<=50K
48,Private,9,Craft-repair,40,<=50K
22,Private,10,Other-service,40,<=50K
31,Private,9,Other-service,40,<=50K
43,Private,10,Other-service,20,>50K
26,Private,11,Other-service,40,<=50K
34,Private,9,Farming-fishing,40,<=50K
50,Local-gov,13,Prof-specialty,40,>50K
30,State-gov,9,Adm-clerical,40,<=50K
17,Private,7,Other-service,20,<=50K
35,Local-gov,14,Prof-specialty,40,<=50K
29,Private,10,Craft-repair,40,<=50K
27,Federal-gov,12,Adm-clerical,40,<=50K
34,Private,13,Sales,40,>50K
32,Private,9,Handlers-cleaners,40,<=50K
47,Federal-gov,10,Adm-clerical,40,<=50K
40,Private,10,Sales,40,<=50K
26,Private,11,Other-service,40,<=50K
30,Private,9,Other-service,40,<=50K
54,Private,9,Craft-repair,40,<=50K
53,Private,13,Prof-specialty,55,>50K
38,Private,13,Exec-managerial,40,>50K
43,Private,4,Farming-fishing,40,<=50K
25,Private,10,Farming-fishing,20,<=50K
39,Private,9,Craft-repair,40,<=50K
57,Local-gov,9,Transport-moving,25,>50K
47,Private,9,Other-service,34,<=50K
45,Private,9,Other-service,35,<=50K
24,State-gov,13,Prof-specialty,40,<=50K
25,Private,10,Sales,35,<=50K
57,Private,3,Machine-op-inspct,40,<=50K
28,Private,13,Prof-specialty,24,>50K
28,Private,9,Sales,51,<=50K
27,Private,13,Prof-specialty,55,<=50K
28,Private,13,Adm-clerical,20,<=50K
27,Private,9,Machine-op-inspct,45,<=50K
61,Private,13,Exec-managerial,40,<=50K
